feature,mean_abs_shap_highurgent
categorical__marker_sintomas_psicoticos_severity_moderado,0.0002877716240194565
categorical__marker_agravamento_recente_certainty_afirmado,0.00027588748744761043
categorical__marker_agravamento_recente_certainty_incerto,0.00018045694755528967
categorical__marker_ideacao_suicida_certainty_afirmado,0.00015988511780443344
categorical__marker_ideacao_suicida_certainty_incerto,0.00011050794243628872
categorical__marker_uso_problematico_substancias_experiencer_paciente,6.953715537889593e-05
categorical__marker_uso_problematico_substancias_experiencer_terceiro,6.274300183431636e-05
categorical__marker_uso_problematico_substancias_certainty_afirmado,5.6302814337471164e-05
categorical__marker_uso_problematico_substancias_certainty_incerto,5.2854792547119586e-05
categorical__marker_sintomas_psicoticos_experiencer_terceiro,7.572510141371096e-06
categorical__marker_sintomas_psicoticos_certainty_incerto,7.541857932866937e-06
categorical__marker_sintomas_psicoticos_certainty_afirmado,3.395731822413135e-06
numeric__marker_autoagressao_iminente_remote_present,0.0
numeric__marker_planejamento_suicida_remote_present,0.0
numeric__marker_risco_violencia_remote_present,0.0
numeric__marker_sintomas_psicoticos_remote_present,0.0
categorical__marker_ideacao_suicida_experiencer_paciente,0.0
numeric__marker_comprometimento_funcional_remote_present,0.0
numeric__marker_agravamento_recente_remote_present,0.0
numeric__marker_suporte_social_baixo_remote_present,0.0
numeric__marker_uso_problematico_substancias_remote_present,0.0
categorical__marker_planejamento_suicida_experiencer_paciente,0.0
categorical__marker_risco_violencia_certainty_afirmado,0.0
categorical__marker_autoagressao_iminente_certainty_afirmado,0.0
categorical__marker_sintomas_psicoticos_experiencer_paciente,0.0
categorical__marker_risco_violencia_experiencer_paciente,0.0
categorical__marker_autoagressao_iminente_experiencer_paciente,0.0
categorical__marker_planejamento_suicida_certainty_afirmado,0.0
categorical__marker_agravamento_recente_experiencer_paciente,0.0
categorical__marker_internacao_previa_experiencer_paciente,0.0
categorical__marker_suporte_social_baixo_experiencer_paciente,0.0
categorical__marker_comprometimento_funcional_experiencer_paciente,0.0
