feature,coefficient,abs_coefficient
numeric__marker_risco_violencia_remote_present,0.23451047949474346,0.23451047949474346
categorical__marker_risco_violencia_severity_ausente,-0.2279327171811086,0.2279327171811086
categorical__marker_agravamento_recente_severity_nao_especificado,0.22551501058226026,0.22551501058226026
categorical__marker_agravamento_recente_severity_ausente,-0.22328784413225933,0.22328784413225933
categorical__education_superior,0.2146761133091383,0.2146761133091383
numeric__marker_sintomas_psicoticos_negated,-0.2030275377967664,0.2030275377967664
numeric__poor_housing,-0.20129817772274575,0.20129817772274575
numeric__marker_comprometimento_funcional_negated,0.1963342546048092,0.1963342546048092
categorical__marker_comprometimento_funcional_severity_ausente,-0.18739596161724872,0.18739596161724872
categorical__gender_category_outro_ou_nao_informado,0.1784329822591934,0.1784329822591934
numeric__social_vulnerability,0.17073115125991556,0.17073115125991556
categorical__marker_ideacao_suicida_temporality_atual,-0.1702244286082499,0.1702244286082499
numeric__marker_internacao_previa_negated,-0.168997124002933,0.168997124002933
categorical__marker_ideacao_suicida_temporality_nao_especificado,0.16892415293710752,0.16892415293710752
numeric__age_years,-0.16233996683926147,0.16233996683926147
categorical__marker_agravamento_recente_severity_importante,-0.1621736652387479,0.1621736652387479
categorical__marker_agravamento_recente_severity_moderado,0.1586431171811552,0.1586431171811552
categorical__marker_risco_violencia_severity_alto,0.15764014937178697,0.15764014937178697
categorical__marker_planejamento_suicida_temporality_nao_especificado,-0.13812720734083897,0.13812720734083897
categorical__marker_planejamento_suicida_temporality_atual,0.13682574271572595,0.13682574271572595
categorical__marker_suporte_social_baixo_temporality_nao_especificado,-0.12911376366736949,0.12911376366736949
categorical__marker_suporte_social_baixo_temporality_atual,0.12781225751782258,0.12781225751782258
numeric__marker_agravamento_recente_negated,-0.12651190098954904,0.12651190098954904
numeric__marker_ideacao_suicida_negated,0.12490445285950971,0.12490445285950971
categorical__marker_ideacao_suicida_severity_ausente,-0.12405206787095306,0.12405206787095306
categorical__marker_suporte_social_baixo_severity_importante,-0.1176101411764271,0.1176101411764271
categorical__gender_category_masculino,-0.1097963076286956,0.1097963076286956
numeric__food_insecurity,0.10968602585026549,0.10968602585026549
categorical__marker_ideacao_suicida_severity_nao_especificado,0.10918406838820474,0.10918406838820474
categorical__marker_autoagressao_iminente_temporality_atual,-0.10905694998291374,0.10905694998291374
categorical__marker_autoagressao_iminente_temporality_nao_especificado,0.10775700882644461,0.10775700882644461
numeric__marker_autoagressao_iminente_negated,-0.10291688237509453,0.10291688237509453
categorical__marker_uso_problematico_substancias_severity_ausente,-0.09823463191157651,0.09823463191157651
numeric__marker_planejamento_suicida_negated,0.09092405386120721,0.09092405386120721
numeric__mental_health_history,-0.09001318785545172,0.09001318785545172
categorical__marker_uso_problematico_substancias_severity_moderado,0.0891868214987501,0.0891868214987501
numeric__marker_risco_violencia_negated,0.08580510269230679,0.08580510269230679
numeric__marker_autoagressao_iminente_severity_code,0.07570880934369695,0.07570880934369695
numeric__marker_autoagressao_iminente_present,0.07570869555544538,0.07570869555544538
categorical__marker_agravamento_recente_temporality_nao_especificado,-0.07499575717051618,0.07499575717051618
categorical__marker_agravamento_recente_temporality_atual,0.07369338864946008,0.07369338864946008
categorical__gender_category_feminino,-0.06993891958808299,0.06993891958808299
categorical__marker_risco_violencia_severity_nao_especificado,0.06899044498799958,0.06899044498799958
numeric__chronic_condition,-0.06871952844782428,0.06871952844782428
numeric__marker_ideacao_suicida_severity_code,0.06752114689880365,0.06752114689880365
numeric__marker_internacao_previa_severity_code,0.06088696086999587,0.06088696086999587
numeric__marker_internacao_previa_remote_present,-0.0538392899914509,0.0538392899914509
categorical__marker_risco_violencia_temporality_atual,-0.050982655589574453,0.050982655589574453
categorical__marker_sintomas_psicoticos_experiencer_terceiro,-0.04684446404779532,0.04684446404779532
numeric__income_normalized,-0.04672916301280072,0.04672916301280072
numeric__income_brl,-0.046715865642102145,0.046715865642102145
categorical__marker_internacao_previa_temporality_nao_especificado,-0.045949572184209656,0.045949572184209656
categorical__marker_sintomas_psicoticos_experiencer_paciente,0.0455422032577204,0.0455422032577204
categorical__marker_internacao_previa_temporality_remoto,0.04464720806002808,0.04464720806002808
categorical__marker_uso_problematico_substancias_temporality_remoto,0.04222629151100845,0.04222629151100845
numeric__marker_internacao_previa_present,0.040533248804308405,0.040533248804308405
categorical__marker_risco_violencia_temporality_nao_especificado,0.03797445442131901,0.03797445442131901
categorical__marker_sintomas_psicoticos_severity_alto,0.03308472810905884,0.03308472810905884
numeric__marker_uso_problematico_substancias_negated,0.03126191472635424,0.03126191472635424
numeric__recent_service_contact,-0.03000974484272811,0.03000974484272811
numeric__marker_agravamento_recente_severity_code,-0.015893005796207466,0.015893005796207466
categorical__marker_internacao_previa_severity_ausente,-0.01508178491218916,0.01508178491218916
categorical__marker_ideacao_suicida_severity_moderado,0.013564869992932764,0.013564869992932764
categorical__marker_risco_violencia_temporality_remoto,0.011708133205016697,0.011708133205016697
categorical__marker_internacao_previa_severity_leve,0.007959659981004874,0.007959659981004874
categorical__marker_uso_problematico_substancias_severity_nao_especificado,0.007747595885383733,0.007747595885383733
categorical__marker_internacao_previa_severity_nao_especificado,0.005818919168052073,0.005818919168052073
categorical__marker_autoagressao_iminente_severity_ausente,-0.005078839065459817,0.005078839065459817
categorical__marker_autoagressao_iminente_severity_alto,0.0037769502554236456,0.0037769502554236456
categorical__marker_suporte_social_baixo_experiencer_paciente,-0.0013017111691996741,0.0013017111691996741
categorical__marker_comprometimento_funcional_experiencer_paciente,-0.0013014910596885784,0.0013014910596885784
categorical__marker_suporte_social_baixo_certainty_afirmado,-0.0013014886481383364,0.0013014886481383364
categorical__marker_uso_problematico_substancias_certainty_afirmado,-0.0013014034074969125,0.0013014034074969125
categorical__marker_agravamento_recente_certainty_afirmado,-0.0013013338213471789,0.0013013338213471789
categorical__marker_autoagressao_iminente_certainty_afirmado,-0.0013013098001340424,0.0013013098001340424
categorical__marker_planejamento_suicida_certainty_afirmado,-0.0013012703994717315,0.0013012703994717315
categorical__marker_risco_violencia_certainty_afirmado,-0.0013011534587253092,0.0013011534587253092
categorical__marker_autoagressao_iminente_experiencer_paciente,-0.0013011457120299392,0.0013011457120299392
categorical__marker_risco_violencia_experiencer_paciente,-0.0013010966675994363,0.0013010966675994363
categorical__marker_agravamento_recente_experiencer_paciente,-0.0013009646500893833,0.0013009646500893833
categorical__marker_ideacao_suicida_certainty_afirmado,-0.001300935814098557,0.001300935814098557
categorical__marker_planejamento_suicida_experiencer_paciente,-0.001300921212519875,0.001300921212519875
categorical__marker_comprometimento_funcional_certainty_afirmado,-0.0013009004088734401,0.0013009004088734401
categorical__marker_uso_problematico_substancias_experiencer_paciente,-0.0013008795607047752,0.0013008795607047752
categorical__marker_internacao_previa_certainty_afirmado,-0.0013008645509586993,0.0013008645509586993
categorical__marker_internacao_previa_experiencer_paciente,-0.0013008265958610711,0.0013008265958610711
categorical__marker_ideacao_suicida_experiencer_paciente,-0.0013007328393035895,0.0013007328393035895
numeric__marker_planejamento_suicida_severity_code,-1.4166057128892081e-07,1.4166057128892081e-07
numeric__marker_uso_problematico_substancias_remote_present,-1.4014138165095633e-08,1.4014138165095633e-08
numeric__marker_comprometimento_funcional_remote_present,-1.4014138165095633e-08,1.4014138165095633e-08
numeric__marker_agravamento_recente_remote_present,-1.4014138165095633e-08,1.4014138165095633e-08
numeric__marker_planejamento_suicida_remote_present,-1.4014138165095633e-08,1.4014138165095633e-08
numeric__marker_suporte_social_baixo_remote_present,0.0,0.0
numeric__marker_ideacao_suicida_remote_present,0.0,0.0
numeric__marker_autoagressao_iminente_remote_present,0.0,0.0
numeric__marker_sintomas_psicoticos_remote_present,0.0,0.0
