feature,coefficient,abs_coefficient
categorical__marker_planejamento_suicida_temporality_atual,0.0836213724687296,0.0836213724687296
categorical__marker_uso_problematico_substancias_severity_ausente,-0.08241852523900209,0.08241852523900209
categorical__marker_uso_problematico_substancias_severity_leve,0.08016042160164503,0.08016042160164503
numeric__marker_sintomas_psicoticos_negated,-0.07931628427373734,0.07931628427373734
categorical__marker_ideacao_suicida_temporality_atual,-0.07284926609109812,0.07284926609109812
categorical__marker_autoagressao_iminente_temporality_atual,-0.07270451688614932,0.07270451688614932
categorical__marker_ideacao_suicida_temporality_nao_especificado,0.07059162882143673,0.07059162882143673
categorical__marker_autoagressao_iminente_temporality_nao_especificado,0.07044769128973234,0.07044769128973234
numeric__marker_ideacao_suicida_severity_code,-0.06906327428054239,0.06906327428054239
numeric__marker_ideacao_suicida_present,-0.06906318570023674,0.06906318570023674
numeric__marker_internacao_previa_severity_code,0.05872391457378348,0.05872391457378348
numeric__marker_internacao_previa_remote_present,0.058723695573976144,0.058723695573976144
numeric__marker_internacao_previa_present,0.05872360131712905,0.05872360131712905
numeric__marker_comprometimento_funcional_present,0.05805028441711936,0.05805028441711936
categorical__marker_sintomas_psicoticos_temporality_nao_especificado,-0.053523156212200065,0.053523156212200065
categorical__marker_sintomas_psicoticos_temporality_atual,0.05126563354436225,0.05126563354436225
numeric__income_normalized,0.050644596584200736,0.050644596584200736
numeric__income_brl,0.050634306650454014,0.050634306650454014
numeric__recent_service_contact,-0.045016865929211204,0.045016865929211204
categorical__marker_agravamento_recente_temporality_nao_especificado,-0.04478356251836429,0.04478356251836429
categorical__marker_agravamento_recente_temporality_atual,0.042525869123001186,0.042525869123001186
numeric__marker_ideacao_suicida_remote_present,0.04246577523445247,0.04246577523445247
categorical__marker_internacao_previa_certainty_afirmado,-0.04079651009357179,0.04079651009357179
categorical__marker_internacao_previa_certainty_incerto,0.038539046915035506,0.038539046915035506
categorical__marker_comprometimento_funcional_severity_ausente,-0.024811042481327518,0.024811042481327518
categorical__marker_internacao_previa_severity_ausente,-0.022170600668552264,0.022170600668552264
categorical__marker_internacao_previa_temporality_nao_especificado,-0.02217046395234162,0.02217046395234162
categorical__marker_internacao_previa_severity_leve,0.019912054596292302,0.019912054596292302
categorical__marker_internacao_previa_temporality_remoto,0.01991169430487235,0.01991169430487235
categorical__marker_uso_problematico_substancias_temporality_nao_especificado,-0.01884096501990669,0.01884096501990669
categorical__marker_ideacao_suicida_severity_leve,-0.0185356497208182,0.0185356497208182
categorical__marker_sintomas_psicoticos_certainty_incerto,-0.017291809199675833,0.017291809199675833
categorical__marker_autoagressao_iminente_severity_ausente,-0.01660723399060232,0.01660723399060232
categorical__marker_uso_problematico_substancias_temporality_atual,0.016582567654387544,0.016582567654387544
categorical__marker_ideacao_suicida_severity_ausente,0.016279866462395803,0.016279866462395803
categorical__marker_sintomas_psicoticos_certainty_afirmado,0.015033780011754747,0.015033780011754747
categorical__marker_autoagressao_iminente_severity_alto,0.014348074486306643,0.014348074486306643
numeric__chronic_condition,0.002399288768522487,0.002399288768522487
categorical__marker_autoagressao_iminente_certainty_afirmado,-0.002259712716525773,0.002259712716525773
categorical__marker_suporte_social_baixo_certainty_afirmado,-0.002259537839298028,0.002259537839298028
categorical__marker_agravamento_recente_experiencer_paciente,-0.0022593630151280727,0.0022593630151280727
categorical__marker_comprometimento_funcional_temporality_nao_especificado,-0.002259299161612571,0.002259299161612571
categorical__marker_risco_violencia_experiencer_paciente,-0.002259297056638902,0.002259297056638902
categorical__marker_risco_violencia_certainty_afirmado,-0.002259260093285217,0.002259260093285217
categorical__marker_planejamento_suicida_experiencer_paciente,-0.002259129249727747,0.002259129249727747
categorical__marker_internacao_previa_experiencer_paciente,-0.0022590909326027074,0.0022590909326027074
categorical__marker_suporte_social_baixo_experiencer_paciente,-0.00225897033967574,0.00225897033967574
categorical__marker_planejamento_suicida_certainty_afirmado,-0.002258940027256033,0.002258940027256033
categorical__marker_autoagressao_iminente_experiencer_paciente,-0.0022589219394504134,0.0022589219394504134
categorical__marker_comprometimento_funcional_experiencer_paciente,-0.0022589188925003713,0.0022589188925003713
categorical__marker_comprometimento_funcional_certainty_afirmado,-0.0022589188925003713,0.0022589188925003713
categorical__marker_ideacao_suicida_experiencer_paciente,-0.0022587733048583373,0.0022587733048583373
numeric__marker_suporte_social_baixo_remote_present,0.0,0.0
numeric__marker_planejamento_suicida_remote_present,0.0,0.0
numeric__marker_comprometimento_funcional_remote_present,0.0,0.0
numeric__marker_sintomas_psicoticos_remote_present,0.0,0.0
numeric__marker_agravamento_recente_remote_present,0.0,0.0
numeric__marker_internacao_previa_negated,0.0,0.0
numeric__marker_uso_problematico_substancias_remote_present,0.0,0.0
numeric__marker_autoagressao_iminente_remote_present,0.0,0.0
numeric__marker_risco_violencia_remote_present,0.0,0.0
