feature,coefficient,abs_coefficient
numeric__marker_uso_problematico_substancias_negated,-0.1100193913321823,0.1100193913321823
categorical__marker_uso_problematico_substancias_experiencer_terceiro,0.1097094933188193,0.1097094933188193
categorical__marker_uso_problematico_substancias_experiencer_paciente,-0.10609761022756722,0.10609761022756722
categorical__marker_sintomas_psicoticos_temporality_nao_especificado,0.09380665572855859,0.09380665572855859
categorical__marker_sintomas_psicoticos_temporality_atual,-0.09019448669076599,0.09019448669076599
categorical__marker_planejamento_suicida_temporality_atual,0.08658343116289353,0.08658343116289353
categorical__gender_category_feminino,-0.0859489524148406,0.0859489524148406
categorical__marker_uso_problematico_substancias_severity_moderado,0.08454059720963836,0.08454059720963836
categorical__marker_planejamento_suicida_temporality_nao_especificado,-0.08297162941482594,0.08297162941482594
categorical__marker_ideacao_suicida_temporality_nao_especificado,0.08151482335496966,0.08151482335496966
categorical__marker_uso_problematico_substancias_severity_ausente,-0.08092964636940941,0.08092964636940941
categorical__marker_ideacao_suicida_temporality_atual,-0.07790362040441211,0.07790362040441211
categorical__marker_autoagressao_iminente_temporality_nao_especificado,0.07589950252757023,0.07589950252757023
numeric__recent_service_contact,-0.07440146693096068,0.07440146693096068
numeric__marker_ideacao_suicida_present,-0.0731387491933808,0.0731387491933808
numeric__marker_ideacao_suicida_severity_code,-0.07313843427458376,0.07313843427458376
categorical__marker_autoagressao_iminente_temporality_atual,-0.07228719691445687,0.07228719691445687
numeric__marker_comprometimento_funcional_negated,0.07121403446062372,0.07121403446062372
numeric__marker_ideacao_suicida_remote_present,0.056411523021966684,0.056411523021966684
numeric__income_normalized,0.055302920607229536,0.055302920607229536
numeric__income_brl,0.0552914378430045,0.0552914378430045
numeric__marker_internacao_previa_severity_code,0.05392221555685881,0.05392221555685881
numeric__marker_internacao_previa_remote_present,0.05392191384710148,0.05392191384710148
numeric__marker_internacao_previa_present,0.05392089009838421,0.05392089009838421
categorical__marker_agravamento_recente_temporality_atual,0.050096351572209964,0.050096351572209964
categorical__marker_comprometimento_funcional_temporality_atual,0.049271229482073194,0.049271229482073194
numeric__marker_sintomas_psicoticos_negated,0.04673651423213149,0.04673651423213149
categorical__marker_agravamento_recente_temporality_nao_especificado,-0.04648661611539671,0.04648661611539671
categorical__marker_comprometimento_funcional_temporality_nao_especificado,-0.045662431903731406,0.045662431903731406
numeric__marker_comprometimento_funcional_present,0.04512719093917786,0.04512719093917786
categorical__marker_sintomas_psicoticos_experiencer_paciente,0.04397400377262109,0.04397400377262109
numeric__chronic_condition,0.042621386732525045,0.042621386732525045
categorical__marker_sintomas_psicoticos_experiencer_terceiro,-0.04036219908681757,0.04036219908681757
categorical__marker_internacao_previa_certainty_incerto,0.03312614017828563,0.03312614017828563
categorical__marker_uso_problematico_substancias_temporality_atual,0.032610762038973055,0.032610762038973055
categorical__marker_internacao_previa_certainty_afirmado,-0.02951609161176694,0.02951609161176694
categorical__marker_uso_problematico_substancias_temporality_nao_especificado,-0.029000154046320517,0.029000154046320517
categorical__marker_ideacao_suicida_severity_ausente,0.02278168365997579,0.02278168365997579
numeric__marker_internacao_previa_negated,-0.019954103592861365,0.019954103592861365
categorical__marker_ideacao_suicida_severity_moderado,-0.019170336212243937,0.019170336212243937
categorical__marker_internacao_previa_severity_leve,0.019066180939907022,0.019066180939907022
categorical__marker_comprometimento_funcional_severity_ausente,-0.01807046878036596,0.01807046878036596
categorical__marker_internacao_previa_severity_ausente,-0.015456142253317777,0.015456142253317777
categorical__marker_autoagressao_iminente_severity_alto,0.014069356943698654,0.014069356943698654
categorical__marker_internacao_previa_temporality_remoto,0.01146843309569124,0.01146843309569124
categorical__marker_autoagressao_iminente_severity_ausente,-0.010458345033130685,0.010458345033130685
categorical__marker_internacao_previa_temporality_nao_especificado,-0.007857853740538432,0.007857853740538432
categorical__marker_sintomas_psicoticos_certainty_afirmado,0.0037236656991281956,0.0037236656991281956
categorical__marker_suporte_social_baixo_experiencer_paciente,0.0036126619064046628,0.0036126619064046628
categorical__marker_ideacao_suicida_experiencer_paciente,0.0036124347834656186,0.0036124347834656186
categorical__marker_internacao_previa_experiencer_paciente,0.0036124053524105425,0.0036124053524105425
categorical__marker_planejamento_suicida_certainty_afirmado,0.0036120707340477603,0.0036120707340477603
categorical__marker_agravamento_recente_experiencer_paciente,0.0036117283865783802,0.0036117283865783802
categorical__marker_planejamento_suicida_experiencer_paciente,0.003611678135927827,0.003611678135927827
categorical__marker_comprometimento_funcional_experiencer_paciente,0.0036116362764071104,0.0036116362764071104
categorical__marker_risco_violencia_certainty_afirmado,0.0036115074037897966,0.0036115074037897966
categorical__marker_risco_violencia_experiencer_paciente,0.003611439016355589,0.003611439016355589
categorical__marker_autoagressao_iminente_experiencer_paciente,0.003611288790094338,0.003611288790094338
categorical__marker_autoagressao_iminente_certainty_afirmado,0.0036109608446162345,0.0036109608446162345
categorical__marker_sintomas_psicoticos_certainty_incerto,-0.00011255884632919568,0.00011255884632919568
numeric__marker_comprometimento_funcional_remote_present,0.0,0.0
numeric__marker_uso_problematico_substancias_remote_present,0.0,0.0
numeric__marker_agravamento_recente_remote_present,0.0,0.0
numeric__marker_suporte_social_baixo_remote_present,0.0,0.0
numeric__marker_autoagressao_iminente_remote_present,0.0,0.0
numeric__marker_planejamento_suicida_remote_present,0.0,0.0
numeric__marker_risco_violencia_remote_present,0.0,0.0
numeric__marker_sintomas_psicoticos_remote_present,0.0,0.0
