feature,mean_abs_shap_highurgent
numeric__marker_internacao_previa_remote_present,0.0022973317086149984
categorical__marker_suporte_social_baixo_temporality_atual,0.0022711048975373716
categorical__marker_sintomas_psicoticos_temporality_atual,0.0022443630777290078
numeric__marker_uso_problematico_substancias_present,0.002202660010842725
categorical__marker_uso_problematico_substancias_severity_ausente,0.002160132939426536
categorical__marker_uso_problematico_substancias_temporality_atual,0.002138512337915624
numeric__marker_autoagressao_iminente_negated,0.002027941227889344
categorical__marker_autoagressao_iminente_severity_alto,0.0017471149083372061
categorical__marker_internacao_previa_temporality_nao_especificado,0.001733188647106489
numeric__marker_internacao_previa_present,0.0017042856738407521
categorical__marker_ideacao_suicida_temporality_nao_especificado,0.0016979535044436543
categorical__marker_autoagressao_iminente_severity_ausente,0.0014759424110364979
categorical__marker_internacao_previa_certainty_incerto,0.0014742482267959974
categorical__marker_internacao_previa_temporality_remoto,0.0014157385598523977
categorical__marker_internacao_previa_severity_leve,0.00138403262137066
categorical__marker_suporte_social_baixo_temporality_nao_especificado,0.0013645935206955272
categorical__gender_category_masculino,0.0013532441599256146
categorical__education_superior,0.0013333956966973602
numeric__marker_internacao_previa_severity_code,0.0013028158594912014
categorical__gender_category_feminino,0.0012414089731417571
categorical__marker_internacao_previa_certainty_afirmado,0.0012043375223956341
categorical__marker_internacao_previa_severity_ausente,0.0011964148084692952
numeric__marker_autoagressao_iminente_present,0.0011579956795195624
categorical__marker_ideacao_suicida_temporality_atual,0.0010975114134779015
numeric__marker_autoagressao_iminente_severity_code,0.0010327721986783404
categorical__marker_agravamento_recente_temporality_atual,0.0009805066373451798
numeric__marker_ideacao_suicida_remote_present,0.0008186031900743388
categorical__marker_agravamento_recente_temporality_nao_especificado,0.0007946296508366524
categorical__gender_category_outro_ou_nao_informado,0.0006781023861905664
categorical__marker_agravamento_recente_certainty_incerto,0.0002497578916207222
categorical__marker_agravamento_recente_certainty_afirmado,0.00020895072616772823
categorical__marker_ideacao_suicida_certainty_afirmado,0.00016739578937401364
categorical__marker_ideacao_suicida_certainty_incerto,0.0001460403143013846
categorical__marker_uso_problematico_substancias_experiencer_terceiro,0.00010715449981835182
categorical__marker_uso_problematico_substancias_certainty_afirmado,9.740675899522176e-05
categorical__marker_uso_problematico_substancias_experiencer_paciente,7.32897654099262e-05
categorical__marker_sintomas_psicoticos_experiencer_terceiro,6.698718515886552e-05
categorical__marker_uso_problematico_substancias_certainty_incerto,3.6606382184192234e-05
categorical__marker_sintomas_psicoticos_certainty_incerto,3.57326368628886e-05
numeric__marker_suporte_social_baixo_remote_present,0.0
numeric__marker_planejamento_suicida_remote_present,0.0
numeric__marker_comprometimento_funcional_remote_present,0.0
numeric__marker_sintomas_psicoticos_remote_present,0.0
numeric__marker_agravamento_recente_remote_present,0.0
numeric__marker_internacao_previa_negated,0.0
numeric__marker_uso_problematico_substancias_remote_present,0.0
numeric__marker_autoagressao_iminente_remote_present,0.0
numeric__marker_risco_violencia_remote_present,0.0
categorical__marker_sintomas_psicoticos_certainty_afirmado,0.0
categorical__marker_sintomas_psicoticos_experiencer_paciente,0.0
categorical__marker_risco_violencia_certainty_afirmado,0.0
categorical__marker_risco_violencia_experiencer_paciente,0.0
categorical__marker_planejamento_suicida_certainty_afirmado,0.0
categorical__marker_planejamento_suicida_experiencer_paciente,0.0
categorical__marker_autoagressao_iminente_certainty_afirmado,0.0
categorical__marker_autoagressao_iminente_experiencer_paciente,0.0
categorical__marker_ideacao_suicida_experiencer_paciente,0.0
categorical__marker_internacao_previa_experiencer_paciente,0.0
categorical__marker_suporte_social_baixo_certainty_afirmado,0.0
categorical__marker_agravamento_recente_experiencer_paciente,0.0
categorical__marker_suporte_social_baixo_experiencer_paciente,0.0
categorical__marker_comprometimento_funcional_temporality_nao_especificado,0.0
categorical__marker_comprometimento_funcional_certainty_afirmado,0.0
categorical__marker_comprometimento_funcional_experiencer_paciente,0.0
