feature,coefficient,abs_coefficient
categorical__marker_ideacao_suicida_severity_ausente,0.0038958861826011524,0.0038958861826011524
categorical__marker_ideacao_suicida_severity_moderado,-0.003865107678631616,0.003865107678631616
numeric__marker_ideacao_suicida_negated,-0.003505322566197031,0.003505322566197031
categorical__marker_autoagressao_iminente_severity_alto,0.001904471174492611,0.001904471174492611
categorical__marker_autoagressao_iminente_severity_ausente,-0.0018733872096521117,0.0018733872096521117
numeric__income_normalized,-0.0017675201084783403,0.0017675201084783403
numeric__income_brl,-0.0017581983865700445,0.0017581983865700445
numeric__chronic_condition,-0.0016473569396940964,0.0016473569396940964
categorical__marker_autoagressao_iminente_experiencer_paciente,3.185594200477698e-05,3.185594200477698e-05
categorical__marker_internacao_previa_experiencer_paciente,3.16531606693357e-05,3.16531606693357e-05
categorical__marker_planejamento_suicida_certainty_afirmado,3.158768679522595e-05,3.158768679522595e-05
categorical__marker_risco_violencia_experiencer_paciente,3.1406912577762697e-05,3.1406912577762697e-05
categorical__marker_planejamento_suicida_experiencer_paciente,3.135926922836856e-05,3.135926922836856e-05
categorical__marker_suporte_social_baixo_experiencer_paciente,3.1334363323704207e-05,3.1334363323704207e-05
categorical__marker_ideacao_suicida_experiencer_paciente,3.133016065771343e-05,3.133016065771343e-05
categorical__marker_autoagressao_iminente_certainty_afirmado,3.120239836502217e-05,3.120239836502217e-05
categorical__marker_agravamento_recente_experiencer_paciente,3.110248093493936e-05,3.110248093493936e-05
categorical__marker_risco_violencia_certainty_afirmado,3.0998825746275926e-05,3.0998825746275926e-05
categorical__marker_comprometimento_funcional_experiencer_paciente,3.0468639203174806e-05,3.0468639203174806e-05
numeric__marker_comprometimento_funcional_remote_present,0.0,0.0
numeric__marker_uso_problematico_substancias_remote_present,0.0,0.0
numeric__marker_agravamento_recente_remote_present,0.0,0.0
numeric__marker_suporte_social_baixo_remote_present,0.0,0.0
numeric__marker_autoagressao_iminente_remote_present,0.0,0.0
numeric__marker_planejamento_suicida_remote_present,0.0,0.0
numeric__marker_risco_violencia_remote_present,0.0,0.0
numeric__marker_sintomas_psicoticos_remote_present,0.0,0.0
